4.615, -0.829
5.085, 0.829
5.265, -0.829
5.444, 3.317
5.668, 0.829
5.893, 0.000
6.117, 0.000
6.297, 0.000
6.521, 0.000
6.767, 0.000
6.924, 0.000
7.171, 0.000
7.821, 0.000
7.978, 0.000
8.225, 0.829
8.629, 0.829
9.481, 0.000
9.705, 1.658
9.929, 0.829
10.109, 0.000
10.333, 0.000
10.535, 0.829
10.737, 0.829
11.006, 0.000
11.163, -0.829
11.319, 9.121
11.543, 8.292
11.768, 5.804
11.992, 9.121
12.238, 9.121
12.418, 8.292
12.618, 19.071
12.843, 10.779
13.066, 25.705
13.267, 29.851
13.487, 63.018
13.698, 161.692
13.698, 160.862
13.910, 87.065
14.137, 67.164
14.322, 24.876
14.526, 6.633
14.772, 9.121
14.975, 0.829
15.176, 9.950
15.378, 5.804
15.603, 4.975
15.804, 9.121
16.028, 9.121
16.230, 9.950
16.455, 4.146
16.679, 5.804
16.881, 4.975
17.128, 3.317
17.307, 6.633
17.510, -0.829
17.712, -0.829
18.115, 0.000
18.384, 0.000
18.990, 0.000
19.169, 0.000
20.291, -0.829
20.470, -0.829
20.963, 0.000
21.322, 0.000
21.726, -0.829
22.376, 1.658
22.623, -0.829
22.825, -0.829
23.004, 0.000
23.251, -0.829
23.452, 4.146
23.654, 2.488
23.901, 2.488
24.079, 9.121
24.281, 11.609
24.481, 26.534
24.678, 55.556
24.905, 34.826
