3.109, 22.388
3.350, 63.847
3.533, 41.459
3.780, 38.143
4.003, 45.605
4.161, 36.484
4.388, 14.096
4.610, 33.997
4.790, 26.534
5.036, 34.826
5.236, 48.093
5.458, 62.189
5.661, 58.043
5.839, 63.847
6.068, 30.680
6.270, 31.509
6.497, 12.438
6.744, 9.950
6.744, 9.950
6.900, 12.438
7.146, 21.559
7.370, 21.559
7.551, 7.463
7.774, 19.900
7.999, 15.755
8.175, 36.484
8.378, 33.167
8.623, 43.118
8.803, 37.313
9.051, 25.705
9.253, 31.509
9.478, 24.046
9.656, 35.655
9.926, 24.046
10.130, 12.438
10.330, 20.730
10.554, 24.046
10.751, 59.701
10.933, 44.776
11.157, 46.434
11.349, 119.403
11.550, 121.061
11.798, 111.111
11.996, 140.133
12.195, 160.033
12.399, 150.083
12.669, 138.474
12.875, 106.965
13.269, 182.421
13.488, 223.051
13.665, 405.473
13.888, 244.610
14.108, 281.095
14.287, 285.240
14.503, 174.959
14.732, 140.133
14.957, 136.816
15.177, 170.813
15.380, 159.204
15.560, 154.229
15.787, 135.158
16.010, 142.620
16.231, 166.667
16.393, 132.670
16.618, 122.720
16.869, 92.040
17.073, 77.944
17.292, 118.574
17.497, 95.357
17.702, 68.823
17.928, 60.531
18.107, 61.360
18.330, 71.310
18.557, 51.410
18.778, 69.652
18.984, 39.801
19.228, 61.360
19.410, 39.801
19.632, 58.872
19.792, 40.630
20.057, 68.823
20.257, 79.602
20.483, 67.993
20.686, 60.531
20.864, 69.652
21.088, 72.139
21.314, 59.701
21.510, 104.478
21.736, 89.552
21.934, 120.232
22.178, 138.474
22.373, 190.713
22.552, 192.371
22.748, 232.172
22.950, 234.660
23.203, 190.713
23.410, 315.091
23.613, 305.970
23.862, 289.386
24.013, 335.821
24.229, 393.035
24.454, 389.718
24.614, 532.338
24.865, 335.821
